"PERMITNO"|"FCLTUIN"|"FCLNAME"|"FCLTYAD"|"FCLTCIT"|"FCLTCTC"|"FCLSTCD"|"FCLZIPC"|"FCLGLAT"|"FCLGLON"|"IMPCAT"
"TXR040198"|"110038520990"|"TEXAS DEPT OF TRANSPORTATION"|"SAN ANTONIO DIST MS4"|"SAN ANTONIO"|"1380951"|"TX"|"782290928"|29.45849|-98.52773|""
"TXR040199"|"110038516923"|"TEXAS DEPT OF TRANSP WACO DIST"|"MSR WITHIN URBANIZED AREAS OF"|"WACO"|"1383799"|"TX"|"76704"|""|""|""
"TXR040200"|"110038521007"|"CITY OF ROBINSON MS4"|"WITHIN THE WACO URBANIZED AREA"|"ROBINSON"|"1366611"|"TX"|"76706"|""|""|""
"TXR040201"|"110038372720"|"CITY OF COPPERAS COVE MS4"|"WITHIN CITY OF COPPERAS COVE"|"COPPERAS COVE"|"1354974"|"TX"|"76522"|""|""|""
"TXR040202"|"110038335129"|"EL PASO COUNTY MS4"|"URBANIZED AREA OF EL PASO"|"EL PASO"|"1380946"|"TX"|"79901"|""|""|""
"TXR040203"|"110038521016"|"GALVESTON COUNTY DRAINAGE DIST"|"1 MS4 WITHIN GALVESTON CO"|"SANTA FE"|"1383869"|"TX"|"77517"|""|""|""
"TXR040204"|"110038516932"|"CITY OF CLEAR LAKE SHORES MS4"|"WITHIN CITY OF CLEAR LAKE"|"CLEAR LAKE SHORES"|"1383869"|"TX"|"77656"|""|""|""
"TXR040205"|"110038376664"|"CITY OF PINEY POINT VILLAGE"|"WITHIN CITY OF PINEY POINT"|"PINEY POINT"|"1375473"|"TX"|"77063"|""|""|""
"TXR040206"|"110038521025"|"CITY OF HUNTERS CREEK VILLAGE"|"MS4 WITHIN CITY OF HUNTERS"|"HUNTERS CREEK VILLAGE"|"1383886"|"TX"|"77024"|""|""|""
"TXR040207"|"110038181918"|"CITY OF MANSIFLED MS4"|"NORTHERN PORTION OF THE CITY"|"MANSFIELD"|"1340898"|"TX"|"76063"|""|""|""
"TXR040208"|"110038521034"|"CITY OF PEARLAND MS4"|"WITHIN CITY OF PEARLAND"|"PEARLAND"|"1343734"|"TX"|"77581"|""|""|""
"TXR040209"|"110038111584"|"TEXAS DEPT OF TRANSPORTATION"|"WICHITA FALLS DIST MS4"|"WICHITA FALLS"|"1376776"|"TX"|"763024906"|33.854877|-98.505343|""
"TXR040210"|"110038521043"|"CITY OF SHENANDOAH MS4"|"WITHIN THE CITY OF SHENANDOAH"|"SHENANDOAH"|"1383955"|"TX"|"77381"|""|""|""
"TXR040211"|"110037939069"|"CITY OF EULESS MS4"|"WITH DALLAS FT WORTH AREA"|" EULESS"|"1335538"|"TX"|"76039"|""|""|""
"TXR040212"|"110038108302"|"TEXAS DEPT OF TRANSPORTATION"|"DISTRICT MS4"|"YOAKUM"|"1384020"|"TX"|"779952973"|29.283727|-97.155103|""
"TXR040213"|"110038521052"|"CITY OF BALCH SPRINGS MS4"|"WITHIN THE CITY OF BALCH"|"BALCH SPRINGS"|"1329964"|"TX"|"75180"|""|""|""
"TXR040214"|"110038335138"|"NATIONAL AERONAUTICS AND SPACE"|"ADMINISTRATION MSR"|"HOUSTON"|"1380948"|"TX"|"77058"|""|""|""
"TXR040215"|"110038521061"|"UNIVERSITY OF TEXAS MEDICAL"|"BRANCH AT GALVESTON MS4"|"GALVESTON"|"1377745"|"TX"|"77555"|""|""|""
"TXR040216"|"110038376673"|"SPRING CREEK UD MS4"|"WITHIN SPRING CREEK UD"|"HOUSTON"|"1382317"|"TX"|"77002"|""|""|""
"TXR040217"|"110038521070"|"CITY OF CASTLE HILLS MS4"|"WITHIN CITY OF CASTLE HILLS"|"CASTLE HILLS"|"1332298"|"TX"|"78213"|""|""|""
"TXR040218"|"110038515979"|"CITY OF SPRING VALLEY VILLAGE"|"MS4 WITHIN CITY OF SPRING"|"SPRING VALLEY VILLAGE"|"1376280"|"TX"|"77055"|""|""|""
"TXR040219"|"110038515988"|"BLUE RIDGE WEST MUD MS4"|"WITHIN BLUE RIDGE WEST"|"HOUSTON"|"1383864"|"TX"|"77046"|29.599722|-95.518888|""
"TXR040220"|"110038516941"|"BRAZORIA COUNTY MUD 2 MS4"|"WITHIN BRAZORIA CO MUD 2"|"HOUSTON"|"1383805"|"TX"|"77057"|""|""|""
"TXR040221"|"110038516950"|"BRAZORIA COUNTY MUD 3 MS4"|"WITHIN BRAZORIA CO MUD 3"|"HOUSTON"|"1383805"|"TX"|"77057"|""|""|""
"TXR040222"|"110038376682"|"BRAZORIA COUNTY MUD 16 MS4"|"WITHIN BRAZORIA CO MUD 16"|"HOUSTON"|"1383805"|"TX"|"77046"|""|""|""
"TXR040223"|"110038516969"|"BRAZORIA COUNTY MUD 6 MS4"|"WITHIN BRAZORIA CO MUD 6"|"HOUSTON"|"1383805"|"TX"|"77056"|""|""|""
"TXR040224"|"110038377351"|"FT BEND CO MUD 41 MS4"|"WITIN FT BEND CO MUD 41"|"HOUSTON"|"1383864"|"TX"|"77056"|""|""|""
"TXR040225"|"110038377360"|"PECAN GROVE MUD MS4"|"WITHIN PECAN GROVE MUD AREA"|"HOUSTON"|"1383864"|"TX"|"77027"|""|""|""
"TXR040226"|"110038377379"|"PLANTATION MUD MS4"|"WITHIN PLANTATION MUD HOUSTON"|"HOUSTON"|"1383864"|"TX"|"77056"|""|""|""
"TXR040227"|"110038521089"|"CITY OF JERSEY VILLAGE MS4"|"WITHIN CITY OF JERSEY VILLAGE"|"JERSEY VILLAGE"|"1383886"|"TX"|"77040"|29.888611|-95.576388|""
"TXR040228"|"110038372739"|"CITY OF BUNKER HILL VILLAGE"|"MS4, WITHIN THE CITY LIMITS"|"BUNKER HILL VILLAGE"|""|"TX"|"77024"|""|""|""
"TXR040229"|"110038372748"|"CITY OF LACY LAKEVIEW MS4"|"WITHIN LACKY LAKVIEW CITY"|"LACY LAKEVIEW"|"1360823"|"TX"|"76705"|""|""|""
"TXR040230"|"110038112271"|"CITY OF DENISON MS4"|"WITHIN THE DENISON CITY LIMITS"|"DENISON"|"1379652"|"TX"|"75021"|33.755555|-96.5625|""
"TXR040231"|"110038335147"|"UNIV OF TEXAS PAN AMERICAN"|"WITHIN THE MCALLEN URBANIZED"|"EDINBURG"|"1335095"|"TX"|"78539"|26.3033|-98.1747|""
"TXR040232"|"110038111593"|"DALLAS AREA RAPID TRANSIT MS4"|"URBANIZED AREAS OF DALLAS FT WORTH DENTON LEWISVLL"|"DALLAS"|"1380944"|"TX"|"75266"|""|""|""
"TXR040233"|"110038372757"|"CITY OF FRIENDSWOOD MS4"|"WITHIN THE CORPORATE LIMITS OF"|"FRIENDSWOOD"|"1336252"|"TX"|"77546"|29.521944|-95.192222|"4"
"TXR040235"|"110038111600"|"DYESS AIR FORCE BASE MS4"|"WITHIN DYESS AIR FORCE LIMITS"|"ABILENE"|"1329173"|"TX"|"79604"|""|""|""
"TXR040236"|"110039101450"|"CAMERON COUNTY DRAINAGE DISTRICT 1 MS4"|"SOUTHEAST CAMERON COUNTY FROM THE RESACA DE LOS"|"BROWNSVILLE"|"1372749"|"TX"|"78526"|26|-97.5|""
"TXR040237"|"110037844269"|"TEXAS A&M UNIVERSITY MS4"|"CAMPUS OF TEXAS A&M UNIV."|"COLLEGE STATION"|"1354786"|"TX"|"77543"|30.615555|-96.340555|""
"TXR040238"|"110038112280"|"CITY OF PELICAN BAY MS4"|"N. CENTRAL TEXAS URBANIZED"|"PELICAN BAY"|"1384005"|"TX"|"76020"|""|""|""
"TXR040239"|"110037517835"|"SPRINGWOODS MUD MS4"|"WITHIN THE JURISDICTION OF"|"AUSTIN"|"1384031"|"TX"|""|""|""|""
"TXR040240"|"110037939078"|"CITY OF FARMERS BRANCH MS4"|"DALLAS URBANIZED AREA"|"FARMERS BRANCH"|"1335711"|"TX"|"75234"|32.92707|-96.87601|""
"TXR040241"|"110038521098"|"CITY OF SCHERTZ MS4"|"WITHIN CITY OF SCHERTZ"|"SCHERTZ"|"1346761"|"TX"|"78154"|""|""|""
"TXR040242"|"110038181927"|"FIRST COLONY LID 2 MS4"|"WITHIN THE CITY OF SUGAR LAND"|"SUGAR LAND"|"1348034"|"TX"|"77487"|""|""|""
"TXR040243"|"110038521105"|"CAMERON COUNTY DRAINAGE DIST"|"5 MS4  PORTION OF CAMERON CO"|"HARLINGEN"|"1337354"|"TX"|"78550"|""|""|""
"TXR040244"|"110037517844"|"DENTON COUNTY MS4"|"UNINCORPORATED DENTON COUNTY"|"DENTON"|"1334260"|"TX"|"76209"|33.2098|-97.132|""
"TXR040245"|"110038521114"|"TOWN OF FAIRVIEW MS4"|"WITHIN MCKINNEY URBANIZED AREA"|"FAIRVIEW"|"1383828"|"TX"|"75069"|""|""|""
"TXR040246"|"110040438381"|"HARDIN COUNTY MS4"|"WITHIN HARDIN COUNTY THAT IS LOCATED OUTSIDE THE"|"KOUNTZE"|"1374401"|"TX"|"77625"|""|""|""
"TXR040247"|"110038111619"|"CITY OF SHAVANO PARK MS4"|"URBANIZED AREA SAN ANTONIO"|"SHAVANO PARK"|"1346987"|"TX"|"78231"|""|""|""
"TXR040248"|"110038330561"|"CITY OF FRISCO MS4"|"WITHIN THE CITY OF FRISCO"|"FRISCO"|"1336263"|"TX"|"75034"|33.156|-96.821|""
"TXR040249"|"110038521123"|"CITY OF LEAGUE CITY MS4"|"NORTHERN GALVESTON CO"|"LEAGUE CITY"|"1339753"|"TX"|"77573"|""|""|""
"TXR040250"|"110037517853"|"CITY OF GARDEN RIDGE MS4"|"WITH CITY OF GARDEN RIDGE"|"GARDEN RIDGE"|"1383831"|"TX"|"78266"|""|""|""
"TXR040251"|"110038521132"|"CITY OF HUMBLE MS4"|"WITHIN CITY OF HUMBLE"|"HUMBLE"|"1374175"|"TX"|"77338"|""|""|""
"TXR040252"|"110038372766"|"CITY OF STAFFORD MS4"|"CITY LIMITS OF STAFFORD"|"STAFFORD"|"1347777"|"TX"|"77477"|29.616666|-95.55|""
"TXR040253"|"110038181936"|"CITY OF ROUND ROCK MS4"|"WITHIN CITY OF ROUND ROCK"|"ROUND ROCK"|"1366966"|"TX"|"78664"|""|""|""
"TXR040254"|"110040088419"|"THE UNIVERSITY OF TEXAS AT DALLAS MS4"|"WITHIN THE MAIN CAMPUS OF UT DALLAS BOUNDED BY W"|"RICHARDSON"|"1383828"|"TX"|"75080"|""|""|""
"TXR040255"|"110037939087"|"DALLAS COUNTY FCD 1 MS4"|"WITHIN GRAND PRAIRIE AREA"|"GRAND PRAIRIE"|"1336802"|"TX"|"75053"|""|""|""
"TXR040256"|"110038521141"|"THE WOODLANDS JOINT POWERS"|"AGENCY MS4 WITHIN WOODLANDS"|"THE WOODLANDS"|"1350534"|"TX"|"77380"|""|""|""
"TXR040257"|"110039199747"|"FORT BEND COUNTY MUD 35 MS4"|"ENTIRE FORT BEND COUNTY MUD 35 BOUNDARY ENTIRELY"|"HOUSTON"|"1383864"|"TX"|"77056"|""|""|""
"TXR040258"|"110040088428"|"FORT BEND COUNTY MUD 34 MS4"|"ENTIRE FORT BEND COUNTY MUD 34 BOUNDARY ENTIRELY"|"HOUSTON"|"1383864"|"TX"|"77056"|""|""|""
"TXR040259"|"110038108311"|"FORT BEND COUNTY MUD 66 MS4"|"22M SW OF HOUSTON AND W OF"|"HOUSTON"|"1383864"|"TX"|"77056"|""|""|""
"TXR040260"|"110038521515"|"FORT BEND COUNTY MUD 25 MS4"|"NE FT BEND CO WITHIN HOUSTON"|"SUGAR LAND"|"1348034"|"TX"|"77478"|""|""|""
"TXR040261"|"110038112299"|"ECTOR COUNTY MS4"|"URBANIZED ECTOR COUNTY"|"ODESSA"|"1343067"|"TX"|"79761"|""|""|""
"TXR040262"|"110037939096"|"CITY OF WESLACO MS4"|"REGULATED BOUNDARIES OF"|"WESLACO"|"1349656"|"TX"|"78596"|26.16186|-97.9903|""
"TXR040263"|"110037517862"|"CITY OF SANTA ROSA MS4"|"WITHIN THE HARLINGEN URBANIZED"|"SANTA ROSA"|"1346669"|"TX"|"78593"|""|""|""
"TXR040264"|"110037517871"|"CITY OF BROWNSVILLE MS4"|"WITHIN THE BROWNSVILLE URBAN"|"BROWNSVILLE"|"1372749"|"TX"|"78522"|""|""|""
"TXR040266"|"110037932538"|"NORTH AUSTIN MUD 1 MS4"|"WITHIN THE AUSTIN URBANIZED"|"AUSTIN"|"1384031"|"TX"|"78726"|""|""|""
"TXR040267"|"110040438504"|"FORT BEND COUNTY MUD 111 MS4"|"LOCATED 22 MI SW OF HOUSTON AND W OF SUGAR LAND"|"HOUSTON"|"1383864"|"TX"|"77027"|""|""|""
"TXR040268"|"110038108320"|"FORT BNED CO MUD 69 MS4"|"22M SW OF HOUSTON AND W OF"|"HOUSTON"|"1383864"|"TX"|"77027"|""|""|""
"TXR040269"|"110038108339"|"FT BEND COUNTY MUD 67 MS4"|"22M SW OF HOUSTON AND SUGAR"|"HOUSTON"|"1383864"|"TX"|"77027"|""|""|""
"TXR040270"|"110038521524"|"CITY OF LOS FRESNOS MS4"|"WITHIN CITY OF LOS FRESNOS"|"LOS FRESNOS"|"1374724"|"TX"|"78566"|26.071388|-97.476111|""
"TXR040271"|"110038521533"|"CITY OF DICKINSON MS4"|"WITHIN CITY OF DICKINSON LIMIT"|"DICKINSON"|"1334345"|"TX"|"77539"|""|""|""
"TXR040272"|"110038111691"|"CITY OF ROSENBERG MS4"|"WITHIN CITY OF ROSENBERG"|"ROSENBERG"|"1345587"|"TX"|"77471"|""|""|""
"TXR040273"|"110038331034"|"CITY OF OAK RIDGE NORTH MS4"|"WITHIN THE CITY OF OAK RIDGE"|"OAK RIDGE NORTH"|"1383955"|"TX"|"77385"|30.158611|-95.444166|""
"TXR040274"|"110038111708"|"CITY OF COCKRELL HILL MS4"|"APPROX 0.58 SQ MI 100 PRECENT"|"COCKRELL HILL"|"1383842"|"TX"|"75211"|""|""|""
"TXR040275"|"110037939103"|"CITY OF WATAUGA MS4"|"WATAUGA LIMIT BOUNDARY"|"WATAUGA"|"1376659"|"TX"|"76148"|""|""|""
"TXR040276"|"110038521542"|"CAMERON COUNTY DRAINAGE DIST"|"3 MS4 HARLINGEN URBAN AREAS"|"SAN BENITO"|"1375956"|"TX"|"78586"|""|""|""
"TXR040277"|"110037939112"|"CITY OF SAN ANGELO MS4"|"SAN ANGELO CITY LIMITS"|"SAN ANGELO"|"1375953"|"TX"|"76903"|""|""|""
"TXR040278"|"110037939121"|"CITY OF ROCKWALL MS4"|"ROCKWALL LIMITS"|"ROCKWALL"|"1345424"|"TX"|"75087"|32.94484|-96.45888|""
"TXR040279"|"110040088437"|"MIDLAND COUNTY MS4"|"AREAS WITHIN MIDLAND COUNTY NOT WITHIN ANY CITY"|"MIDLAND"|"1341547"|"TX"|"79701"|""|""|""
"TXR040280"|"110037939130"|"CITY OF CEDAR HILL MS4"|"WITHIN DALLAS URBANIED AREA"|"CEDAR HILL"|"1332440"|"TX"|"75106"|""|""|""
"TXR040281"|"110038516004"|"FORT BEND COUNTY LID 11 MS4"|"DIST LIES WITHIN CITY OF"|"HOUSTON"|"1383864"|"TX"|"77027"|""|""|""
"TXR040282"|"110038516013"|"FT BEND CO MUD 117 MS4"|"DIST LIES WITHIN CITY OF"|"HOUSTON"|"1383864"|"TX"|"77027"|""|""|""
"TXR040283"|"110038516022"|"FORT BEND COUNTY MUD 109 MS4"|"DIST. LIES WITHIN CITY OF"|"HOUSTON"|"1383864"|"TX"|"77027"|""|""|""
"TXR040284"|"110038516031"|"FORT BEND COUNTY MUD 108 MS4"|"DIST LIES WITHIN CITY OF"|"HOUSTON"|"1383864"|"TX"|"77027"|""|""|""
"TXR040285"|"110038516040"|"FORT BEND COUNTY MUD 106 MS4"|"DIST LIES WITHIN CITY OF"|"HOUSTON"|"1383864"|"TX"|"77027"|""|""|""
"TXR040286"|"110037939149"|"CITY OF LA FERIA MS4"|"MCALLEN URBANZIED AREA"|"LA FERIA"|"1339313"|"TX"|"78559"|""|""|""
"TXR040287"|"110037517880"|"CITY OF PHARR MS4"|"WITHIN PHARR URBANIZED AREA"|"PHARR"|"1343930"|"TX"|"78577"|""|""|""
"TXR040288"|"110037517899"|"CITY OF LA JOYA MS4"|"REGULATED BOUNDARIES OF THE"|"LA JOYA"|"1339334"|"TX"|"78560"|26.233333|-98.466666|""
"TXR040289"|"110042378897"|"CITY OF ALAMO MS4"|"AREA WITHIN THE CITY OF ALAMO IS LOCATED WITHIN"|"ALAMO"|"1329296"|"TX"|"78516"|""|""|""
"TXR040290"|"110037517906"|"FORT BEND COUNTY MUD 47 MS4"|"WITHIN FT BEND CO LOCATED IN"|"HOUSTON"|"1383864"|"TX"|"77002"|""|""|""
"TXR040291"|"110038377388"|"FORT BEND CO MUD 48 MS4"|"WITHIN FT BEND CO MUD"|"HOUSTON"|"1383864"|"TX"|"77027"|""|""|""
"TXR040292"|"110037517915"|"FIRST COLONY MUD 9 MS4"|"WITHIN THE CITY OF HOUSTON"|"HOUSTON"|"1383864"|"TX"|"77002"|""|""|""
"TXR040293"|"110037517924"|"FORT BEND CO MUD 42 MS4"|"WITHIN THE CITY OF HOUSTON"|"HOUSTON"|"1383864"|"TX"|"77027"|""|""|""
"TXR040294"|"110038516059"|"GRAND LAKES WCID MS4"|"DIST LIES PARTIALLY WITHIN THE"|"HOUSTON"|"1383864"|"TX"|"77056"|""|""|""
"TXR040295"|"110037517933"|"FORT BEND COUNTY MUD 26 MS4"|"WITHIN BOUNDARIES OF FT BEND"|"MISSOURI CITY"|"1374972"|"TX"|"77459"|""|""|""
"TXR040296"|"110037517942"|"MEADOWCREEK MUD MS4"|"WITHIN BOUNDARIES OF MEADOW"|"MSSIOURI CITY"|"1374972"|"TX"|"77459"|""|""|""
"TXR040297"|"110037517951"|"FORT BEND CO MUD 115 MS4"|"WITHIN THE CITY OF HOUSTON"|"HOUSTON"|"1383864"|"TX"|"77027"|""|""|""
"TXR040298"|"110038335156"|"CITY OF MISSOURI CITY MS4"|"WITHIN URBANIZED AREA OF CITY"|"MISSOURI CITY"|"1374972"|"TX"|"77489"|29.571111|-95.548888|""
"TXR040299"|"110038516068"|"GRAND LAKES MUD MS4"|"DIST LIES PARTIALLY WITHIN THE"|"HOUSTON"|"1383864"|"TX"|"77056"|""|""|""
"TXR040300"|"110038516077"|"GRAND LAKES MUD 1 MS4"|"DIST LIES PARTIALLY WITHIN THE"|"HOUSTON"|"1383864"|"TX"|"77056"|""|""|""
"TXR040301"|"110038516068"|"GRAND LAKES MUD 4 MS4"|"DIST LIES PARTIALLY WITHIN THE"|"HOUSTON"|"1383864"|"TX"|"77056"|""|""|""
"TXR040302"|"110038516987"|"BRAZORIA COUNTY MUD 4 MS4"|"DIST LIES PARTIALLY WITHIN"|"HOUSTON"|"1383805"|"TX"|"77027"|""|""|""
"TXR040303"|"110040088446"|"SOUTHWEST HARRIS COUNTY MUD 1 MS4"|"IN THE HOUSTON URBANIZED AREA"|"HOUSTON"|"1380948"|"TX"|"77002"|""|""|""
"TXR040304"|"110038516086"|"CHELFORD CITY MUD MS4"|"CHELFORD CITY MUD WITHIN THE"|"HOUSTON"|"1383864"|"TX"|"77046"|""|""|""
"TXR040305"|"110038516095"|"HARRIS FT BEND CO MUD 5 MS4"|"DIST LIES WHOLLY WITHIN THE"|"HOUSTON"|"1383864"|"TX"|"77056"|""|""|""
"TXR040306"|"110038516102"|"HARRIS FT BEND CO MUD 1 MS4"|"WITHIN CITY OF HOUSTON"|"HOUSTON"|"1383864"|"TX"|"77056"|""|""|""
"TXR040307"|"110038516111"|"MISSION BEND MUD 1 MS4"|"DIST LIES WHOLLY WITHIN THE"|"HOUSTON"|"1383864"|"TX"|"77027"|""|""|""
"TXR040308"|"110038516120"|"RENN ROAD MUD MS4"|"DIST LIES WHOLLY WITHIN THE"|"HOUSTON"|"1383864"|"TX"|"77027"|""|""|""
"TXR040309"|"110038516139"|"FIRST COLONY LID MS4"|"WITHIN CITY OF HOUSTON"|"HOUSTON"|"1383864"|"TX"|"77027"|""|""|""
"TXR040310"|"110038516148"|"FORT BEND COUNTY LID 2 MS4"|"DIST LIES WHOLLY WITHIN THE"|"HOUSTON"|"1383864"|"TX"|"77027"|""|""|""
"TXR040311"|"110038516157"|"FORT BEND COUNTY LID 14"|"DIST LIES WITHIN THE CITY OF"|"HOUSTON"|"1383864"|"TX"|"77027"|""|""|""
"TXR040312"|"110040152722"|"CITY OF GALVESTON MS4"|"WITHIN GALVESTON CITY LIMITS THAT IS LOCATED"|"GALVESTON"|"1377745"|"TX"|"77553"|29.291666|-94.8|""
"TXR040313"|"110038521551"|"BLOCK HOUSE MUD MS4"|"WITHIN BLOCK HOUSE MUD"|"LEANDER"|"1384031"|"TX"|"78646"|30.545555|-97.826111|""
"TXR040314"|"110038516166"|"FORT BEND COUNTY LID 17 MS4"|"DIST LIES WITHIN CITY OF"|"HOUSTON"|"1383864"|"TX"|"77027"|""|""|""
"TXR040315"|"110040088455"|"CITY OF NASSAU BAY MS4"|"WITHIN THE CITY OF NASSAU BAY THAT IS LOCATED"|"NASSAU BAY"|"1388574"|"TX"|"77258"|""|""|""
"TXR040316"|"110038516175"|"FORT BEND COUNTY MUD 23 MS4"|"WITHIN CITY OF HOUSTON"|"HOUSTON"|"1383864"|"TX"|"77027"|""|""|""
"TXR040317"|"110038521560"|"FORT HOOD FAMILY HOUSTON MS4"|"AREAS OR VILLAGES WITHIN FT"|"FORT HOOD"|"1383799"|"TX"|"76544"|""|""|""
"TXR040318"|"110038516184"|"FORT BEND COUNTY MUD 30 MS4"|"WITHIN CITY OF HOUSTON"|"HOUSTON"|"1383864"|"TX"|"77027"|""|""|""
"TXR040319"|"110040438522"|"FORT BEND COUNTY MUD 119 MS4"|"LIES WHOLLY WITHIN THE CITY OF HOUSTON UA"|"HOUSTON"|"1383864"|"TX"|"77027"|""|""|""
"TXR040320"|"110038516193"|"BIG OAKS MUD MS4"|"BOUNDED TO THE NORTH BY FM"|"HOUSTON"|"1383864"|"TX"|"77046"|""|""|""
"TXR040321"|"110038108348"|"FORT BEND COUNTY MUD 112 MS4"|"WITHIN THE CITY OF SUGAR LAND"|"HOUSTON"|"1383864"|"TX"|"77056"|""|""|""
"TXR040322"|"110041251944"|"HIDALGO COUNTY DRAINAGE DISTRICT 1 MS4"|"WITHIN THE LIMITS OF HIDALGO COUNTY DRAINAGE"|"EDINBURG"|"1335095"|"TX"|"78542"|""|""|""
"TXR040323"|"110037939176"|"CITY OF EDINBURG MS4"|"WITHIN MCALLEN URBANIZED AREA"|"EDINBURG"|"1335095"|"TX"|"78540"|""|""|""
"TXR040324"|"110038181945"|"LUBBOCK COUNTY MS4"|"CITY OF LUBBOCK, WOLFFORTH"|"LUBBOCK"|"1374760"|"TX"|"79408"|""|""|""
"TXR040325"|"110040088464"|"TOWN OF PANTEGO MS4"|"DALLAS FORT WORTH AREA SURROUNDED BY THE CITY OF"|"PANTEGO"|"1343518"|"TX"|"76013"|""|""|""
"TXR040326"|"110037939185"|"CITY OF CARROLLTON MS4"|"URBANIZED AREA DALLAS/COLLIN"|"CARROLLTON"|"1383847"|"TX"|"75006"|""|""|""
"TXR040327"|"110038372775"|"TRAVIS COUNTY MS4"|"WITHIN TRAVIS COUNTY ALL AREA"|"AUSTIN"|"1384879"|"TX"|"78767"|""|""|""
"TXR040328"|"110038335165"|"CITY OF WAXAHACHIE MS4"|"WITHIN THE CITY OF WAXAHACHIE"|"WAXAHACHIE"|"1349560"|"TX"|"75168"|32.457777|-96.824722|""
"TXR040329"|"110038521579"|"NAVAL AIR STATION CORPUS"|"CHRISTI MS4 WITHIN THE CITY OF"|"CORPUS CHRISTI"|"1333380"|"TX"|"78419"|""|""|""
"TXR040330"|"110037939194"|"TOWN OF SUNNYVALE MS4"|"SUNNYVALE URBANIZED AREA"|"SUNNYVALE"|"1348079"|"TX"|"75182"|""|""|""
"TXR040331"|"110038516996"|"TOWN OF ANTHONY MS4"|"WITHIN THE TOWN OF ANTHONY"|"ANTHONY"|"1372307"|"TX"|"89821"|""|""|""
"TXR040332"|"110039175102"|"VILLAGE OF VINTON MS4"|"AREA WITHIN THE VILLAGE OF VINTON LIMITS THAT IS"|"VINTON"|"1370660"|"TX"|"79821"|""|""|""
"TXR040333"|"110037517960"|"CITY OF PALMHURST MS4"|"WITHIN CITY OF PALMHURST"|"PALMHURST"|"1383893"|"TX"|"78573"|""|""|""
"TXR040334"|"110038521588"|"UNIVERSITY OF TEXAS AT EL PASO"|"WITHIN THE CITY OF EL PASO"|"EL PASO"|"1380946"|"TX"|"79968"|""|""|""
"TXR040335"|"110040438602"|"UNIVERSITY OF TEXAS AT TYLER MS4"|"WITHIN TYLER CITY LIMITS THAT IS LOCATED WITHIN"|"TYLER"|"1348998"|"TX"|"75701"|""|""|""
"TXR040336"|"110039175148"|"CITY OF BRYAN MS4"|"AREA WITHIN THE CITY OF BRYAN LIMITS THAT IS"|"BRYAN"|"1353099"|"TX"|"77805"|30.671|-96.3708|""
"TXR040337"|"110038521597"|"CITY OF DENTON MS4"|"WITIN CITY OF DENTON LIMITS"|"DENTON"|"1334260"|"TX"|"76201"|""|""|""
"TXR040338"|"110038372784"|"CITY OF BELLMEAD MS4"|"WITHIN CITY LIMITS OF BELLMEAD"|"BELLMEAD"|"1351850"|"TX"|"76705"|31.598611|-97.089166|""
"TXR040339"|"110037518102"|"CITY OF MERCEDES MS4"|"WITHIN THE CITY OF MERCEDES"|"MERCEDES"|"1341366"|"TX"|"78570"|""|""|""
"TXR040340"|"110038372793"|"SOUTH TEXAS INT. AIRPORT AT"|"EDINBURG MS4, WITHIN THE"|"EDINBURG"|"1335095"|"TX"|"78540"|""|""|""
"TXR040341"|"110038521962"|"CITY OF WINDCREST MS4"|"AREAS WITHIN CITY OF WINDCREST"|"WINDCREST"|"1350289"|"TX"|"78239"|29.508|-98.396|""
"TXR040342"|"110041936199"|"CITY OF CIBOLO MS4"|"WITHIN THE CITY OF CIBOLO THAT IS LOCATED WITHIN"|"CIBOLO"|"1332832"|"TX"|"78108"|""|""|""
"TXR040343"|"110041252079"|"TOWN OF COMBES MS4"|"WITHIN THE TOWN OF COMBES LOCATED WITHIN THE CITY"|"COMBES"|"1333181"|"TX"|"78535"|""|""|""
"TXR040344"|"110038111717"|"GOODFELLOW AFB MS4"|"WITHIN BOUNDARIES OF GOODFELLO"|"GOODFELLOW AFB"|"1384011"|"TX"|"76908"|31.432777|-100.401944|""
"TXR040345"|"110038521971"|"TAYLOR LAKE VILLAGE MS4"|"WITHIN HOUSTON URBANIZED AREA"|"TAYLOR LAKE VILLAGE"|"1383886"|"TX"|"77586"|""|""|""
"TXR040346"|"110039199355"|"FERN BLUFF MUD MS4"|"AREA WITHIN THE ROUND ROCK ETJ AND WITHIN THE"|"AUSTIN"|"1366966"|"TX"|"78726"|""|""|""
"TXR040347"|"110038372800"|"NORTHTOWN MUD MS4"|"CITY OF AUSTIN N. OF HOWARD LN"|"PFLUGERVILLE"|"1365131"|"TX"|"78660"|30.436166|-97.689257|""
"TXR040348"|"110040088482"|"MONTGOMERY COUNTY MS4"|"WITHIN MONTGOMERY COUNTY BOUNDARIES LOCATED IN"|"CONROE"|"1333238"|"TX"|"77301"|""|""|""
"TXR040349"|"110040088507"|"CITY OF RENO MS4"|"WITHIN THE RENO CITY LIMITS THAT IS LOCATED WITHIN"|"RENO"|"1345043"|"TX"|"76020"|""|""|""
"TXR040350"|"110038111726"|"WOODWAY, CITY OF"|"UNKNOWN"|"WOODWAY"|"1371942"|"TX"|""|""|""|""
